,ID_hecho,FECHA,ROL,VEHICULO_FALLECIDO,SEXO,EDAD,N_VICTIMAS,HORA_HECHO,TIPO_DE_CALLE,COMUNA,LONGITUD,LATITUD,PARTICIPANTES,VICTIMA,ACUSADO
571,2020-0033,2020-07-19,CONDUCTOR,AUTO,MASCULINO,32,1,6,GRAL PAZ,13,-58.46743471,-34.53476874,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
572,2020-0034,2020-08-02,PEATON,PEATON,FEMENINO,42,1,3,CALLE,3,-58.41178158,-34.60922259,PEATON-AUTO,PEATON,AUTO
573,2020-0035,2020-08-04,CONDUCTOR,MOTO,MASCULINO,40,1,5,AUTOPISTA,7,-58.45068621,-34.63638927,MOTO-PASAJEROS,MOTO,PASAJEROS
574,2020-0036,2020-08-07,PEATON,PEATON,MASCULINO,72,1,18,AVENIDA,14,-58.42016954,-34.5877879,PEATON-MOTO,PEATON,MOTO
575,2020-0037,2020-08-29,PEATON,PEATON,MASCULINO,38,1,4,AVENIDA,8,-58.43850413,-34.65554754,PEATON-AUTO,PEATON,AUTO
576,2020-0038,2020-08-30,CONDUCTOR,AUTO,MASCULINO,46,2,4,AVENIDA,14,-58.40617526,-34.58345898,AUTO-AUTO,AUTO,AUTO
577,2020-0038,2020-08-30,CONDUCTOR,AUTO,MASCULINO,64,2,4,AVENIDA,14,-58.40617526,-34.58345898,AUTO-AUTO,AUTO,AUTO
578,2020-0039,2020-09-01,PEATON,PEATON,MASCULINO,44,1,19,CALLE,9,-58.4978465,-34.6633327,PEATON-CARGAS,PEATON,CARGAS
579,2020-0040,2020-09-12,CONDUCTOR,AUTO,MASCULINO,42,1,3,AVENIDA,2,-58.38526125,-34.5780581,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
580,2020-0041,2020-09-28,CONDUCTOR,MOTO,MASCULINO,34,1,1,AVENIDA,7,-58.4475047,-34.63491705,MOTO-PASAJEROS,MOTO,PASAJEROS
581,2020-0042,2020-09-29,PEATON,PEATON,FEMENINO,53,1,17,AVENIDA,8,-58.46745752,-34.68192648,PEATON-PASAJEROS,PEATON,PASAJEROS
582,2020-0043,2020-09-30,PEATON,PEATON,MASCULINO,64,1,17,AVENIDA,1,-58.37202621,-34.59717942,PEATON-PASAJEROS,PEATON,PASAJEROS
583,2020-0044,2020-10-05,CONDUCTOR,AUTO,MASCULINO,43,1,0,AVENIDA,6,-58.42779702,-34.62207347,AUTO-AUTO,AUTO,AUTO
584,2020-0045,2020-10-19,CONDUCTOR,AUTO,MASCULINO,50,1,3,GRAL PAZ,8,-58.46244952,-34.70524971,AUTO-CARGAS,AUTO,CARGAS
585,2020-0046,2020-10-27,CONDUCTOR,MOTO,MASCULINO,41,1,21,AVENIDA,11,-58.4844016,-34.60776782,MOTO-MOTO,MOTO,MOTO
586,2020-0047,2020-10-27,PEATON,PEATON,MASCULINO,15,1,14,AUTOPISTA,9,-58.46668375,-34.65174801,PEATON-CARGAS,PEATON,CARGAS
587,2020-0048,2020-10-29,CONDUCTOR,MOTO,MASCULINO,41,1,20,AVENIDA,15,-58.4495878,-34.59322448,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
588,2020-0049,2020-10-30,PEATON,PEATON,MASCULINO,36,1,20,AVENIDA,1,-58.37533517,-34.59276462,PEATON-AUTO,PEATON,AUTO
589,2020-0050,2020-11-01,PEATON,PEATON,FEMENINO,28,1,22,AVENIDA,14,-58.42525456,-34.57866344,PEATON-MOTO,PEATON,MOTO
590,2020-0051,2020-11-05,CONDUCTOR,MOTO,MASCULINO,49,1,0,AVENIDA,10,-58.48493828,-34.62981124,MOTO-AUTO,MOTO,AUTO
591,2020-0052,2020-11-07,CICLISTA,BICICLETA,MASCULINO,44,1,6,AVENIDA,3,-58.40480504,-34.60183884,BICICLETA-CARGAS,BICICLETA,CARGAS
592,2020-0053,2020-11-09,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,27,1,3,AVENIDA,4,-58.41125934,-34.6541774,AUTO-AUTO,AUTO,AUTO
593,2020-0054,2020-11-19,CICLISTA,BICICLETA,MASCULINO,59,1,9,CALLE,4,-58.39956546,-34.6297708,BICICLETA-AUTO,BICICLETA,AUTO
594,2020-0055,2020-11-19,PEATON,PEATON,MASCULINO,91,1,12,AVENIDA,12,-58.49005682,-34.5786897,PEATON-CARGAS,PEATON,CARGAS
595,2020-0056,2020-11-21,CONDUCTOR,MOTO,FEMENINO,34,1,13,GRAL PAZ,8,-58.47064556,-34.69843756,MOTO-CARGAS,MOTO,CARGAS
596,2020-0057,2020-11-23,PEATON,PEATON,MASCULINO,84,1,7,AVENIDA,11,-58.4750156,-34.61945902,PEATON-AUTO,PEATON,AUTO
597,2020-0058,2020-11-24,PEATON,PEATON,MASCULINO,57,1,16,AVENIDA,10,-58.48727942,-34.63652467,PEATON-AUTO,PEATON,AUTO
598,2020-0059,2020-12-01,PEATON,PEATON,FEMENINO,49,1,6,CALLE,1,-58.3795169,-34.62794241,PEATON-PASAJEROS,PEATON,PASAJEROS
599,2020-0060,2020-12-03,PEATON,PEATON,FEMENINO,69,1,20,AVENIDA,9,-58.47750832,-34.65672199,PEATON-MOTO,PEATON,MOTO
600,2020-0061,2020-12-03,CONDUCTOR,MOTO,MASCULINO,45,1,14,AUTOPISTA,13,-58.44927253,-34.54048625,MOTO-CARGAS,MOTO,CARGAS
601,2020-0062,2020-12-04,CICLISTA,BICICLETA,MASCULINO,47,1,17,CALLE,3,-58.39246272,-34.61253541,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
602,2020-0063,2020-12-05,PEATON,PEATON,MASCULINO,38,2,7,CALLE,11,-58.52783814,-34.61047001,PEATON_MOTO-MOTO,OTROS,MOTO
603,2020-0063,2020-12-05,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21,2,7,CALLE,11,-58.52783814,-34.61047001,PEATON_MOTO-MOTO,OTROS,MOTO
604,2020-0065,2020-12-05,CONDUCTOR,MOTO,MASCULINO,24,1,16,GRAL PAZ,12,-58.49332664,-34.54836855,MOTO-AUTO,MOTO,AUTO
605,2020-0066,2020-12-07,CONDUCTOR,MOTO,MASCULINO,27,1,4,AUTOPISTA,10,-58.50178784,-34.63593897,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
606,2020-0067,2020-12-11,PEATON,PEATON,MASCULINO,51,1,22,AVENIDA,4,-58.41657793,-34.65476216,PEATON-PASAJEROS,PEATON,PASAJEROS
607,2020-0068,2020-12-12,CONDUCTOR,MOTO,MASCULINO,71,1,20,AVENIDA,2,-58.39731474,-34.58307887,MOTO-AUTO,MOTO,AUTO
608,2020-0069,2020-12-15,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,25,1,5,AVENIDA,1,-58.38746381,-34.61790839,MOTO-PASAJEROS,MOTO,PASAJEROS
609,2020-0070,2020-12-17,PEATON,PEATON,FEMENINO,81,1,15,AVENIDA,2,-58.39189441,-34.59176378,PEATON-PASAJEROS,PEATON,PASAJEROS
610,2020-0071,2020-12-17,PEATON,PEATON,MASCULINO,4,1,23,AVENIDA,7,-58.46749188,-34.63551751,PEATON-AUTO,PEATON,AUTO
611,2020-0072,2020-12-19,CICLISTA,BICICLETA,MASCULINO,42,1,3,AVENIDA,3,-58.40280471,-34.62113271,BICICLETA-AUTO,BICICLETA,AUTO
612,2020-0073,2020-12-20,CONDUCTOR,MOTO,MASCULINO,56,1,7,AVENIDA,8,-58.44451316,-34.68475866,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
613,2020-0074,2020-12-20,CONDUCTOR,AUTO,MASCULINO,39,1,21,AVENIDA,7,-58.47110424,-34.62742408,AUTO-AUTO,AUTO,AUTO
614,2020-0075,2020-12-23,PEATON,PEATON,MASCULINO,23,1,14,AVENIDA,1,-58.38220928,-34.60373898,PEATON-PASAJEROS,PEATON,PASAJEROS
615,2020-0076,2020-12-24,CONDUCTOR,AUTO,FEMENINO,78,1,12,AVENIDA,10,-58.49794468,-34.61565025,AUTO-PASAJEROS,AUTO,PASAJEROS
616,2020-0077,2020-12-25,CONDUCTOR,MOTO,FEMENINO,30,2,6,AVENIDA,15,-58.47220945,-34.60111373,MOTO-AUTO,MOTO,AUTO
617,2020-0077,2020-12-25,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,24,2,6,AVENIDA,15,-58.47220945,-34.60111373,MOTO-AUTO,MOTO,AUTO
618,2020-0078,2020-12-25,CICLISTA,BICICLETA,MASCULINO,26,1,5,CALLE,7,-58.43706741,-34.63217813,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
619,2020-0079,2020-12-27,CONDUCTOR,MOTO,MASCULINO,28,1,4,GRAL PAZ,12,-58.49332664,-34.54836855,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
620,2021-0001,2021-01-06,CONDUCTOR,MOTO,MASCULINO,36,1,18,AUTOPISTA,1,-58.37960727,-34.62622851,MOTO-AUTO,MOTO,AUTO
621,2021-0002,2021-01-07,CONDUCTOR,MOTO,FEMENINO,47,1,10,AVENIDA,9,-58.51061062,-34.64972472,MOTO-CARGAS,MOTO,CARGAS
622,2021-0003,2021-01-10,CONDUCTOR,MOTO,MASCULINO,27,1,7,AUTOPISTA,7,-58.43052224,-34.62941648,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
623,2021-0004,2021-01-11,PEATON,PEATON,FEMENINO,61,1,9,AVENIDA,5,-58.41455544,-34.63866836,PEATON-CARGAS,PEATON,CARGAS
624,2021-0005,2021-01-11,PEATON,PEATON,MASCULINO,73,1,21,AVENIDA,9,-58.46774439,-34.64730145,PEATON-AUTO,PEATON,AUTO
625,2021-0006,2021-01-12,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23,1,21,AUTOPISTA,14,-58.40786274,-34.56726817,MOTO-CARGAS,MOTO,CARGAS
626,2021-0007,2021-01-18,CONDUCTOR,MOTO,MASCULINO,84,1,10,AVENIDA,15,-58.48744301,-34.58622275,MOTO-MOTO,MOTO,MOTO
627,2021-0008,2021-01-22,PEATON,PEATON,MASCULINO,28,1,23,AVENIDA,4,-58.41657793,-34.65476216,PEATON-PASAJEROS,PEATON,PASAJEROS
628,2021-0009,2021-01-23,CONDUCTOR,MOTO,MASCULINO,31,1,5,AVENIDA,6,-58.45351111,-34.61134937,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
629,2021-0010,2021-01-23,CONDUCTOR,MOTO,MASCULINO,28,1,8,GRAL PAZ,12,-58.5007381,-34.5497951,MOTO-AUTO,MOTO,AUTO
630,2021-0011,2021-01-27,PEATON,PEATON,MASCULINO,21,1,1,AVENIDA,2,-58.39144148,-34.59564871,PEATON-AUTO,PEATON,AUTO
631,2021-0012,2021-01-29,PEATON,PEATON,MASCULINO,42,1,20,AUTOPISTA,8,-58.48191128,-34.68385968,PEATON-AUTO,PEATON,AUTO
632,2021-0013,2021-01-31,CONDUCTOR,MOTO,MASCULINO,41,1,6,AVENIDA,10,-58.48727942,-34.63652467,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
633,2021-0014,2021-02-02,PEATON,PEATON,MASCULINO,28,1,0,AVENIDA,15,-58.48328708,-34.59779521,PEATON-AUTO,PEATON,AUTO
634,2021-0015,2021-02-06,CONDUCTOR,MOTO,MASCULINO,26,1,3,AVENIDA,15,-58.49018543,-34.5972499,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
635,2021-0016,2021-02-14,CONDUCTOR,AUTO,MASCULINO,22,1,5,AVENIDA,8,-58.47230127,-34.68482689,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
636,2021-0017,2021-02-17,CONDUCTOR,MOTO,MASCULINO,33,1,4,AVENIDA,1,-58.38262614,-34.63168269,MOTO-PASAJEROS,MOTO,PASAJEROS
637,2021-0018,2021-02-20,PEATON,PEATON,MASCULINO,36,1,19,CALLE,3,-58.41047268,-34.60793518,PEATON-AUTO,PEATON,AUTO
638,2021-0019,2021-02-21,CONDUCTOR,MOTO,MASCULINO,30,1,1,AVENIDA,12,-58.49659234,-34.56353635,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
639,2021-0020,2021-02-21,PEATON,PEATON,FEMENINO,42,1,15,CALLE,5,-58.42462955,-34.60727189,PEATON-CARGAS,PEATON,CARGAS
640,2021-0021,2021-02-26,CONDUCTOR,MOTO,MASCULINO,39,1,5,CALLE,3,-58.41168345,-34.61185625,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
641,2021-0022,2021-02-28,PASAJERO_ACOMPAÑANTE,PASAJEROS,MASCULINO,68,1,12,AVENIDA,13,-58.45157681,-34.55217303,PASAJEROS-SD,PASAJEROS,SD
642,2021-0023,2021-03-01,CONDUCTOR,MOTO,MASCULINO,24,1,9,AUTOPISTA,4,-58.3592012,-34.647772,MOTO-CARGAS,MOTO,CARGAS
643,2021-0024,2021-03-03,CICLISTA,BICICLETA,MASCULINO,5,1,16,AVENIDA,9,-58.49573651,-34.67006054,BICICLETA-CARGAS,BICICLETA,CARGAS
644,2021-0025,2021-03-11,CONDUCTOR,MOTO,MASCULINO,37,1,3,GRAL PAZ,8,-58.48695354,-34.68795245,MOTO-OTRO,MOTO,OTRO
645,2021-0026,2021-03-15,CONDUCTOR,MOTO,MASCULINO,36,1,2,AUTOPISTA,4,-58.37562539,-34.64449357,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
646,2021-0027,2021-03-16,CONDUCTOR,MOTO,FEMENINO,19,1,15,GRAL PAZ,12,-58.49491054,-34.54795581,MOTO-CARGAS,MOTO,CARGAS
647,2021-0028,2021-03-29,PEATON,PEATON,MASCULINO,42,1,17,AVENIDA,7,-58.44147621,-34.64357704,PEATON-PASAJEROS,PEATON,PASAJEROS
648,2021-0029,2021-03-31,CONDUCTOR,AUTO,MASCULINO,26,1,18,AVENIDA,7,-58.46899119,-34.63215432,AUTO-AUTO,AUTO,AUTO
649,2021-0030,2021-04-03,PEATON,PEATON,MASCULINO,36,1,18,CALLE,4,-58.38685612,-34.63455776,PEATON-PASAJEROS,PEATON,PASAJEROS
650,2021-0031,2021-04-07,PEATON,PEATON,FEMENINO,68,1,10,AVENIDA,1,-58.38113667,-34.61765323,PEATON-CARGAS,PEATON,CARGAS
651,2021-0032,2021-04-10,PEATON,PEATON,MASCULINO,60,1,19,AUTOPISTA,13,-58.44112678,-34.54538956,PEATON-MOTO,PEATON,MOTO
652,2021-0033,2021-04-14,CONDUCTOR,AUTO,MASCULINO,33,1,17,AUTOPISTA,5,-58.41595919,-34.62743346,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
653,2021-0034,2021-04-19,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26,1,14,AVENIDA,4,-58.40184094,-34.64546845,MOTO-CARGAS,MOTO,CARGAS
654,2021-0035,2021-05-03,CONDUCTOR,MOTO,MASCULINO,24,1,9,AVENIDA,8,-58.44642231,-34.65679806,MOTO-CARGAS,MOTO,CARGAS
655,2021-0036,2021-05-09,CONDUCTOR,MOTO,MASCULINO,36,1,6,GRAL PAZ,11,-58.52340614,-34.59798754,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
656,2021-0037,2021-05-11,PEATON,PEATON,FEMENINO,58,1,7,AVENIDA,13,-58.46649069,-34.56219075,PEATON-PASAJEROS,PEATON,PASAJEROS
657,2021-0038,2021-05-14,CONDUCTOR,MOTO,FEMENINO,44,1,11,AVENIDA,14,-58.42653328,-34.57816791,MOTO-CARGAS,MOTO,CARGAS
658,2021-0039,2021-05-15,CICLISTA,BICICLETA,MASCULINO,86,1,12,AVENIDA,9,-58.50407099,-34.65303372,BICICLETA-AUTO,BICICLETA,AUTO
659,2021-0040,2021-05-20,CONDUCTOR,MOTO,MASCULINO,27,1,5,GRAL PAZ,13,-58.46743471,-34.53476874,MOTO-AUTO,MOTO,AUTO
660,2021-0041,2021-05-20,PEATON,PEATON,MASCULINO,75,1,8,AVENIDA,14,-58.40986646,-34.5772806,PEATON-PASAJEROS,PEATON,PASAJEROS
661,2021-0042,2021-05-21,PEATON,PEATON,MASCULINO,39,1,5,AVENIDA,9,-58.51739138,-34.63931792,PEATON-PASAJEROS,PEATON,PASAJEROS
662,2021-0043,2021-05-22,PEATON,PEATON,MASCULINO,50,1,18,AVENIDA,9,-58.50719962,-34.65556223,PEATON-AUTO,PEATON,AUTO
663,2021-0044,2021-05-25,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21,1,2,AVENIDA,9,-58.46712311,-34.64600222,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
664,2021-0045,2021-05-26,CONDUCTOR,MOTO,MASCULINO,22,1,17,AUTOPISTA,4,-58.37709334,-34.64035082,MULTIPLE,MOTO,MULTIPLE
665,2021-0046,2021-05-31,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,20,1,2,AVENIDA,15,-58.46033141,-34.58569883,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
666,2021-0047,2021-06-02,CONDUCTOR,MOTO,MASCULINO,59,1,16,AVENIDA,4,-58.42190745,-34.65633192,MOTO-AUTO,MOTO,AUTO
667,2021-0048,2021-06-03,CICLISTA,BICICLETA,MASCULINO,44,1,9,AVENIDA,12,-58.49026573,-34.5698141,BICICLETA-AUTO,BICICLETA,AUTO
668,2021-0049,2021-06-03,CONDUCTOR,AUTO,MASCULINO,74,1,20,AVENIDA,8,-58.45410344,-34.66902702,AUTO-AUTO,AUTO,AUTO
669,2021-0050,2021-06-10,CONDUCTOR,MOTO,MASCULINO,56,1,13,AVENIDA,13,-58.44751621,-34.55719892,MOTO-PASAJEROS,MOTO,PASAJEROS
670,2021-0051,2021-06-15,PEATON,PEATON,MASCULINO,73,1,19,AVENIDA,4,-58.42040352,-34.66005171,PEATON-CARGAS,PEATON,CARGAS
671,2021-0052,2021-06-20,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,19,1,5,GRAL PAZ,8,-58.49530249,-34.68010798,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
672,2021-0053,2021-06-20,PEATON,PEATON,MASCULINO,58,1,12,AVENIDA,15,-58.44399875,-34.5947736,PEATON-BICICLETA,PEATON,BICICLETA
673,2021-0054,2021-06-22,CONDUCTOR,MOTO,MASCULINO,41,1,14,CALLE,4,-58.42759813,-34.65463857,MOTO-CARGAS,MOTO,CARGAS
674,2021-0055,2021-06-29,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,47,1,12,AVENIDA,3,-58.40547222,-34.60456293,MOTO-CARGAS,MOTO,CARGAS
675,2021-0056,2021-07-09,CICLISTA,BICICLETA,MASCULINO,60,1,23,AVENIDA,4,-58.42473018,-34.6500828,BICICLETA-AUTO,BICICLETA,AUTO
676,2021-0057,2021-07-10,CONDUCTOR,AUTO,MASCULINO,46,1,23,AUTOPISTA,2,-58.39257023,-34.57563957,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
677,2021-0058,2021-07-21,PEATON,PEATON,MASCULINO,24,1,0,GRAL PAZ,12,-58.48941042,-34.54596153,PEATON-AUTO,PEATON,AUTO
678,2021-0059,2021-07-22,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,44,1,1,AVENIDA,3,-58.3964074,-34.62783085,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
679,2021-0060,2021-07-22,PEATON,PEATON,FEMENINO,80,1,12,AVENIDA,5,-58.41971993,-34.6111224,PEATON-PASAJEROS,PEATON,PASAJEROS
680,2021-0061,2021-07-24,PEATON,PEATON,FEMENINO,55,1,9,AVENIDA,4,-58.40544588,-34.65012801,PEATON-CARGAS,PEATON,CARGAS
681,2021-0062,2021-07-27,CONDUCTOR,AUTO,MASCULINO,73,1,7,AVENIDA,4,-58.42003882,-34.64645957,AUTO-CARGAS,AUTO,CARGAS
682,2021-0063,2021-08-02,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,31,1,4,AVENIDA,7,-58.46851293,-34.63348678,AUTO-AUTO,AUTO,AUTO
683,2021-0064,2021-08-02,PEATON,PEATON,MASCULINO,37,1,20,GRAL PAZ,9,-58.52931141,-34.65422917,PEATON-CARGAS,PEATON,CARGAS
684,2021-0065,2021-08-06,PEATON,PEATON,FEMENINO,63,1,8,AVENIDA,6,-58.42675754,-34.6269973,PEATON-PASAJEROS,PEATON,PASAJEROS
685,2021-0066,2021-08-06,PEATON,PEATON,MASCULINO,59,1,20,AVENIDA,11,-58.52933723,-34.61098186,PEATON-PASAJEROS,PEATON,PASAJEROS
686,2021-0067,2021-08-08,CONDUCTOR,MOTO,MASCULINO,27,1,9,AUTOPISTA,1,-58.37910943,-34.62764718,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
687,2021-0068,2021-08-15,CONDUCTOR,MOTO,MASCULINO,39,1,6,AVENIDA,11,-58.52161176,-34.61164474,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
688,2021-0069,2021-08-20,PEATON,PEATON,MASCULINO,17,1,17,AVENIDA,14,-58.41354692,-34.5869768,PEATON-AUTO,PEATON,AUTO
689,2021-0070,2021-08-28,CONDUCTOR,MOTO,MASCULINO,31,1,8,AVENIDA,8,-58.43960781,-34.65470804,MOTO-CARGAS,MOTO,CARGAS
690,2021-0071,2021-08-31,PEATON,PEATON,MASCULINO,88,1,16,CALLE,3,-58.4045461,-34.60003693,PEATON-MOTO,PEATON,MOTO
691,2021-0072,2021-09-01,PEATON,PEATON,FEMENINO,57,1,19,AVENIDA,2,-58.39303911,-34.59871111,PEATON-AUTO,PEATON,AUTO
692,2021-0073,2021-09-18,CICLISTA,BICICLETA,FEMENINO,76,1,12,AVENIDA,2,-58.39391034,-34.58405348,BICICLETA-AUTO,BICICLETA,AUTO
693,2021-0074,2021-09-20,CONDUCTOR,MOTO,MASCULINO,55,1,15,GRAL PAZ,12,-58.5007381,-34.5497951,MULTIPLE,MOTO,MULTIPLE
694,2021-0075,2021-09-21,PEATON,PEATON,MASCULINO,65,1,14,CALLE,1,-58.38281301,-34.62786038,PEATON-CARGAS,PEATON,CARGAS
695,2021-0076,2021-10-16,CONDUCTOR,MOTO,MASCULINO,31,1,6,AVENIDA,7,-58.43980799,-34.65094083,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
696,2021-0077,2021-10-18,CONDUCTOR,MOTO,FEMENINO,31,1,7,AVENIDA,6,-58.44402387,-34.62933109,MOTO-CARGAS,MOTO,CARGAS
697,2021-0078,2021-10-23,CONDUCTOR,MOTO,MASCULINO,22,1,6,AVENIDA,6,-58.42779702,-34.62207347,MOTO-PASAJEROS,MOTO,PASAJEROS
698,2021-0079,2021-10-25,PEATON,PEATON,MASCULINO,42,1,3,CALLE,3,-58.40944147,-34.60097942,PEATON-AUTO,PEATON,AUTO
699,2021-0080,2021-10-28,CONDUCTOR,MOTO,MASCULINO,32,1,16,AVENIDA,1,-58.38277479,-34.5943016,MOTO-AUTO,MOTO,AUTO
700,2021-0081,2021-11-02,CONDUCTOR,MOTO,MASCULINO,26,1,13,AUTOPISTA,4,-58.37627355,-34.63800916,MOTO-CARGAS,MOTO,CARGAS
701,2021-0082,2021-11-06,CONDUCTOR,MOTO,MASCULINO,38,1,4,AUTOPISTA,3,-58.39591856,-34.62453459,MOTO-AUTO,MOTO,AUTO
702,2021-0083,2021-11-09,CONDUCTOR,MOTO,MASCULINO,30,1,0,AVENIDA,13,-58.45829717,-34.56015762,MOTO-AUTO,MOTO,AUTO
703,2021-0084,2021-11-11,CONDUCTOR,AUTO,MASCULINO,32,1,3,AVENIDA,9,-58.49142611,-34.64584795,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
704,2021-0097,2021-11-18,CICLISTA,BICICLETA,MASCULINO,53,1,6,CALLE,1,-58.37976155,-34.58679619,BICICLETA-AUTO,BICICLETA,AUTO
705,2021-0085,2021-11-20,CONDUCTOR,MOTO,MASCULINO,49,1,18,GRAL PAZ,12,-58.51271409,-34.57786555,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
706,2021-0086,2021-11-25,PEATON,PEATON,MASCULINO,75,1,10,AVENIDA,6,-58.44864864,-34.62352826,PEATON-PASAJEROS,PEATON,PASAJEROS
707,2021-0087,2021-11-27,PEATON,PEATON,FEMENINO,73,1,11,CALLE,1,-58.37795815,-34.59167894,PEATON-BICICLETA,PEATON,BICICLETA
708,2021-0088,2021-12-01,CONDUCTOR,MOTO,MASCULINO,45,1,15,CALLE,13,-58.45531707,-34.55555257,MOTO-AUTO,MOTO,AUTO
709,2021-0089,2021-12-02,CONDUCTOR,MOTO,MASCULINO,41,1,1,AVENIDA,11,-58.47633683,-34.62140594,MOTO-AUTO,MOTO,AUTO
710,2021-0090,2021-12-10,PEATON,PEATON,MASCULINO,73,1,11,AVENIDA,1,-58.38188582,-34.60256036,PEATON-PASAJEROS,PEATON,PASAJEROS
711,2021-0091,2021-12-11,CONDUCTOR,MOTO,MASCULINO,24,1,23,CALLE,10,-58.51989389,-34.62284918,MOTO-AUTO,MOTO,AUTO
712,2021-0092,2021-12-12,PEATON,PEATON,FEMENINO,50,1,6,AVENIDA,3,-58.4059686,-34.61011987,PEATON-AUTO,PEATON,AUTO
713,2021-0093,2021-12-13,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,18,1,17,AVENIDA,7,-58.43353773,-34.64561636,MOTO-AUTO,MOTO,AUTO
714,2021-0094,2021-12-20,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,43,1,1,AUTOPISTA,9,-58.46739825,-34.65117757,MOTO-AUTO,MOTO,AUTO
715,2021-0095,2021-12-30,CONDUCTOR,MOTO,MASCULINO,27,1,0,AVENIDA,11,-58.47293407,-34.61984745,MOTO-CARGAS,MOTO,CARGAS
716,2021-0096,2021-12-15,CONDUCTOR,AUTO,MASCULINO,60,1,10,AVENIDA,9,-58.47066794,-34.65021673,AUTO-CARGAS,AUTO,CARGAS
